Trip ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid Location
3ffbfe0d01e2adcffa1f092eeaab9632e3e99adc,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,381,1.4,,,77,2,5,0,2.36,7.359999999999999,false,1,41.9867117999,-87.6634164054,POINT (-87.6634164054 41.9867117999),42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027)
404fa3e7600c68a90451bfa49cd36f124045bad0,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,700,2.7,17031071400,17031081401,7,8,10,0,1.02,11.02,false,1,41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541),41.8950334495,-87.6197106717,POINT (-87.6197106717 41.8950334495)
40ba7077fd6e73ec248d74bf6fa0e05621061126,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,236,0.8,,,58,58,5,0,2.36,7.359999999999999,false,1,41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079)
41294cdd88a6e285dcebf68e56bac39707185ee4,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,714,5.2,17031243500,17031220602,24,22,10,0,3.03,13.03,false,1,41.8926581076,-87.6525344838,POINT (-87.6525344838 41.8926581076),41.9293297134,-87.7119742544,POINT (-87.7119742544 41.9293297134)
416508998f9fc8c05d2ff9f26d4dfc57959afd29,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,537,2.7,17031070300,17031081800,7,8,7.5,0,2.5,10,false,1,41.9290469366,-87.6513108767,POINT (-87.6513108767 41.9290469366),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595)
417b0176b68311c5f44ee477474039be370f1370,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1482,15.7,,,76,16,25,0,6.02,31.02,false,1,41.9802643146,-87.913624596,POINT (-87.913624596 41.9802643146),41.9535821253,-87.7234523905,POINT (-87.7234523905 41.9535821253)
41a23eea943de9abd8743c04f87082067c07e9d2,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1837,11.3,,,7,,22.5,0,6.5,29,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),,,
42127b75fcf384c6b782a67f6b0bb303cfb02765,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,361,1.1,17031320400,17031330100,32,33,7.5,0,1.02,8.52,false,1,41.8774061234,-87.6219716519,POINT (-87.6219716519 41.8774061234),41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715)
4251f58ae1932c3efbac62318964e250ae5706a7,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1564,9.9,,,3,25,22.5,0,1.02,23.52,false,1,41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526)
42594dac8235760c48c7b0635863b93675add2fd,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,69,0.2,17031071500,17031071500,7,7,5,0,3.13,8.129999999999999,false,1,41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864)
4259912d01ebbc3f2e526f5229803066ac75d433,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,745,3.9,17031837100,17031251100,27,25,7.5,0,2.76,10.26,false,1,41.885621155,-87.6988915914,POINT (-87.6988915914 41.885621155),41.8986254245,-87.7520115624,POINT (-87.7520115624 41.8986254245)
42667de85be73eef689cd5b13f464c84944800ec,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,807,4.4,17031081700,17031061902,8,6,10,0,2.87,12.870000000000001,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.9431550855,-87.640698076,POINT (-87.640698076 41.9431550855)
426ed35b2d0d5ad2e14bef7a98f47a53a49ceafe,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,449,1.7,17031071200,17031062000,7,6,7.5,0,16.02,23.52,false,1,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),41.942577185,-87.6470785093,POINT (-87.6470785093 41.942577185)
42864dda317eee23c3415dd0c2e4704111954f25,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2060,8.0,,,2,19,15,0,4.89,19.89,false,1,42.001571027,-87.6950125892,POINT (-87.6950125892 42.001571027),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555)
429882c2d4629937551f750411b6e1240e32e65c,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,258,0.7,17031071500,17031080100,7,8,5,0,6.49,11.49,false,1,41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),41.9075200747,-87.6266589003,POINT (-87.6266589003 41.9075200747)
42f4b7255a9706fc4ca185c7edf3c5740840ef95,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1094,7.9,,,8,4,15,0,4.53,19.53,false,1,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9751709433,-87.6875155152,POINT (-87.6875155152 41.9751709433)
42f5b3c259b0bcb30ef0b224f4764fae8b1dae80,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,2077,7.6,17031839100,17031830700,32,3,17.5,20,3.54,41.04,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.958055933,-87.6603894557,POINT (-87.6603894557 41.958055933)
431e22b247276c31926d9487be34f2d9e0b1fcfc,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,536,3.9,17031081300,17031060900,8,6,10,0,3.45,13.45,false,1,41.8983317935,-87.6207628651,POINT (-87.6207628651 41.8983317935),41.949829346,-87.6439653703,POINT (-87.6439653703 41.949829346)
4335e33a1b439028feab80440e8b04115a56d52d,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,509,2.3,,,72,,12.5,6,2.42,20.92,false,1,41.713148612,-87.6750753124,POINT (-87.6750753124 41.713148612),,,
43a72c83561ef84045f75c89a465d622f589f05b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,654,2.1,17031071500,17031081201,7,8,7.5,3,1.02,11.52,false,1,41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),41.8991556134,-87.6262105324,POINT (-87.6262105324 41.8991556134)
43daecfdc83030c14652e694257f3cf5d777fa92,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1533,4.0,17031841000,17031320100,33,32,12.5,0,2.77,15.27,false,1,41.8492467545,-87.6241352979,POINT (-87.6241352979 41.8492467545),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918)
4437df5de9cbb586b7aa009991fd949b2f58084c,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,303,1.5,,,22,23,7.5,2,1.02,10.52,false,1,41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205),41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026)
4488baef417fa64b7656d347d213479c56454fc9,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,3137,15.5,,,71,32,22.5,0,5.9,28.4,false,1,41.7442051463,-87.6563059862,POINT (-87.6563059862 41.7442051463),41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841)
44c8121fe12c85b1826d6351d8032a065105d9e0,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1008,8.5,,,60,8,15,0,3.96,18.96,false,1,41.8361501547,-87.6487879519,POINT (-87.6487879519 41.8361501547),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111)
44ead237035bccbd4352a655d916352dc00f09d6,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1111,5.4,,,8,22,12.5,0,3.44,15.94,false,1,41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
44f1c1378c1c115f2dc8e15920327f9f2dee8161,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,435,2.6,17031030900,17031031400,77,3,7.5,0,2.49,9.99,false,1,41.9797955506,-87.6714455473,POINT (-87.6714455473 41.9797955506),41.962178629,-87.6453787624,POINT (-87.6453787624 41.962178629)
44fa968cfe99514bd0e1422c555267f46cc0c2f9,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2582,3.4,17031839100,17031081401,32,8,17.5,3,2.8,23.3,false,1,41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707),41.8950334495,-87.6197106717,POINT (-87.6197106717 41.8950334495)
4551ab6ad74b3086db02af066324f80b0631dd13,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,588,2.9,17031071500,17031243200,7,24,12.5,2,0,14.5,false,1,41.9146162864,-87.6317173661,POINT (-87.6317173661 41.9146162864),41.8924331563,-87.6696239301,POINT (-87.6696239301 41.8924331563)
4555ed3c79c848268c00250233e8303eab7fa3ab,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1027,6.6,,,31,22,10,3,3.33,16.33,false,1,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.9227606205,-87.6991553432,POINT (-87.6991553432 41.9227606205)
455f55fd1808e3319b7a10ce44073b9e630c898a,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,164,0.7,,,1,1,5,0,2.36,7.359999999999999,false,1,42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806),42.0096228806,-87.6701668569,POINT (-87.6701668569 42.0096228806)
4561be9a2ffa50c630666af1eea6ff5a84d5e520,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,272,0.7,17031080300,17031081100,8,8,5,0,2.36,7.359999999999999,false,1,41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303),41.9002212967,-87.6291051864,POINT (-87.6291051864 41.9002212967)
45b7a17bb76196f7005d8452e3db550950e69b66,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,493,2.8,17031242000,17031839100,24,32,7.5,1,3.52,12.02,false,1,41.8997373884,-87.6649539167,POINT (-87.6649539167 41.8997373884),41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707)
45df283419abc3bfff8db680a51c199f725e5314,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,758,2.9,,,6,21,7.5,0,4.17,11.67,false,1,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9386661962,-87.7112105933,POINT (-87.7112105933 41.9386661962)
46f0284e4c3f00c7952063c883e465d13ddd0304,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1454,8.1,,,69,45,15,0,5.16,20.16,false,1,41.7632467988,-87.6161341112,POINT (-87.6161341112 41.7632467988),41.7441995348,-87.5863483178,POINT (-87.5863483178 41.7441995348)
46f69442a88c022a60634b173fd5430668eae6af,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1247,7.0,,,31,7,10,0,3.42,13.42,false,1,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843)
473af19f83abb43f5f9e65682e85fc169d0cd58d,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,2134,26.1,,,23,54,27.5,0,7.42,34.92,false,1,41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),41.6601360507,-87.60284764,POINT (-87.60284764 41.6601360507)
47a10ec82a4e46479b3ae2b41a1e4b6696445628,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,445,0.6,17031081201,17031081500,8,8,5,1,2.36,8.36,false,1,41.8991556134,-87.6262105324,POINT (-87.6262105324 41.8991556134),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809)
47c42a98ba6b8124ecf49fb5e9d9c8679fa96693,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,334,0.7,17031081700,17031081800,8,8,5,0,2.36,7.359999999999999,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595)
47e82f706e260fe2099f855b834b6845cdc03004,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,216,1.0,,,66,66,5,0,2.36,7.359999999999999,false,1,41.7718485152,-87.695666342,POINT (-87.695666342 41.7718485152),41.7718485152,-87.695666342,POINT (-87.695666342 41.7718485152)
48013d04446a4bd19df0037f5e4cb18cf65c0bad,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1171,7.3,17031081403,17031031100,8,3,17.5,0,1.02,18.52,false,1,41.8909220259,-87.6188683546,POINT (-87.6188683546 41.8909220259),41.9726679555,-87.6638654956,POINT (-87.6638654956 41.9726679555)
4816f54d6ec7dc0e3043778313b4c61f655eece3,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,734,4.3,17031080300,17031833100,8,28,10,0,2.84,12.84,false,1,41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303),41.8790669938,-87.657005027,POINT (-87.657005027 41.8790669938)
488e6d7892eab3374c88f7a8232a9576b0576983,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,797,3.8,,,21,6,10,0,2.75,12.75,false,1,41.9386661962,-87.7112105933,POINT (-87.7112105933 41.9386661962),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014)
493f7bbcba1d96bf10bd579fe1c4b7ddb95fd3a6,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,364,1.3,17031071200,17031062900,7,6,5,0,2.36,7.359999999999999,false,1,41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112),41.9362371791,-87.6564115308,POINT (-87.6564115308 41.9362371791)
4944dedd9eae67a5a630e3e75a54d9300a86f205,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1448,18.5,,,45,,45,0,1.02,46.02,false,1,41.7441995348,-87.5863483178,POINT (-87.5863483178 41.7441995348),,,
49a1ff182fa9eaf1705607368d4157502b3b66dc,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,1355,6.0,17031063000,17031320400,6,32,12.5,4,3.2,19.7,false,1,41.9363101308,-87.6515625922,POINT (-87.6515625922 41.9363101308),41.8774061234,-87.6219716519,POINT (-87.6219716519 41.8774061234)
49bd2b70f0d6cf340f1beb410de76cd32cb60e0a,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,725,2.2,,,19,25,7.5,1,2.41,10.91,false,1,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),41.8906088526,-87.7560467111,POINT (-87.7560467111 41.8906088526)
49bd306689826936211f198b77d4a1637e5d05e4,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,216,0.5,17031081700,17031081500,8,8,7.5,0,1.02,8.52,false,1,41.8920421365,-87.6318639497,POINT (-87.6318639497 41.8920421365),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809)
49cac3c501526933aa283d757b955270afefe8a9,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1413,11.2,,,70,46,32.5,0,1.15,33.65,false,1,41.7457577128,-87.7083657043,POINT (-87.7083657043 41.7457577128),41.7412427285,-87.551428197,POINT (-87.551428197 41.7412427285)
49ebe47b7e3aed3f8f4769c45c68946809ab64f0,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1481,1.2,17031320400,17031320100,32,32,10,2,1.02,13.02,false,1,41.8774061234,-87.6219716519,POINT (-87.6219716519 41.8774061234),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918)
4a4bc02cb609028177dff158e34f0636d7ea6c4f,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,696,3.4,,,26,29,10,0,1.02,11.02,false,1,41.8785943576,-87.7302324284,POINT (-87.7302324284 41.8785943576),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
4aad60cc7f2e6570aadf4964b8a69be587867820,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,533,2.9,17031010501,17031031100,1,3,10,0,2.54,12.54,false,1,42.0094125471,-87.6639582144,POINT (-87.6639582144 42.0094125471),41.9726679555,-87.6638654956,POINT (-87.6638654956 41.9726679555)
4abb1a5e3f2f9797a2cd9a7f04c05731d9522e54,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,201,1.0,17031071400,17031080201,7,8,5,0,2.36,7.359999999999999,false,1,41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541),41.9094956686,-87.630963601,POINT (-87.630963601 41.9094956686)
4adeb266362c8a5d81a8085fed49f40659bffb93,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1849,9.0,17031400400,17031320100,40,32,20,0,1.02,21.02,false,1,41.7911260852,-87.6183216222,POINT (-87.6183216222 41.7911260852),41.8849871918,-87.6209929134,POINT (-87.6209929134 41.8849871918)
4ae245d2096381caf2d0fc6defbadb365c557b23,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,671,4.9,,,31,58,10,0,3.18,13.18,false,1,41.8502663663,-87.667569312,POINT (-87.667569312 41.8502663663),41.8173662079,-87.6988607973,POINT (-87.6988607973 41.8173662079)
4ae73fa2b2cce3c617d4e3f3f3fa3c1bd58d76e1,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,530,5.7,,,28,,10,0,3.14,13.14,false,1,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),,,
4af1afe37ae3ead71197c75a9969d8c5ee86397b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,673,1.5,,,35,35,7.5,0,1.02,8.52,false,1,41.8351179863,-87.6186777673,POINT (-87.6186777673 41.8351179863),41.8351179863,-87.6186777673,POINT (-87.6186777673 41.8351179863)
4af5144da016cb812311123f4af99a2c29211201,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,853,4.2,17031831500,17031251100,19,25,10,1,2.97,13.97,false,1,41.9275798469,-87.7880088189,POINT (-87.7880088189 41.9275798469),41.8986254245,-87.7520115624,POINT (-87.7520115624 41.8986254245)
4afecfe2445f34ba7a411349f171ea5a018dcfdd,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2451,36.5,17031351000,,35,,45,0,9.61,54.61,false,1,41.8346735981,-87.6108347373,POINT (-87.6108347373 41.8346735981),,,
4b09d60caebac1e2b1385bea04f887e3af134f78,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,795,3.6,17031243500,17031070101,24,7,10,0,2.69,12.69,false,1,41.8926581076,-87.6525344838,POINT (-87.6525344838 41.8926581076),41.9292629902,-87.6358909539,POINT (-87.6358909539 41.9292629902)
4b6775f8cec373e204e978f1fa538b888a3734ed,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,310,0.8,17031330100,17031841000,33,33,5,1,2.7,8.7,false,1,41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715),41.8492467545,-87.6241352979,POINT (-87.6241352979 41.8492467545)
4b69c38c6b6132e26e68ece7c8aa4b7a91d4b295,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,852,4.6,,,19,10,12.5,0,2.9,15.4,false,1,41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555),41.9850151008,-87.8045320063,POINT (-87.8045320063 41.9850151008)
4ba3968e146fe7b95243c40ff66f80c9dc20b48b,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,506,4.2,,,28,34,7.5,0,2.83,10.33,false,1,41.874005383,-87.6635175498,POINT (-87.6635175498 41.874005383),41.8420761168,-87.6339734222,POINT (-87.6339734222 41.8420761168)
4bd8373ec818b5fb3f56333a4ecc0d3cff8cdf51,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,580,4.8,17031243300,17031841100,24,34,10,4,2.95,16.95,false,1,41.8924931672,-87.6647458359,POINT (-87.6647458359 41.8924931672),41.8510178239,-87.6350918563,POINT (-87.6350918563 41.8510178239)
4bf26bb7f007a49dec81771e0b480c05409a6828,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1578,13.6,,,23,62,20,0,4.8,24.8,false,1,41.9000696026,-87.7209182385,POINT (-87.7209182385 41.9000696026),41.7929819032,-87.7242081939,POINT (-87.7242081939 41.7929819032)
4c4848a7c7efd399ac7562248f8c02d790a3aebf,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2732,13.4,,,41,3,27.5,0,1.02,28.52,false,1,41.794090253,-87.592310855,POINT (-87.592310855 41.794090253),41.96581197,-87.6558787862,POINT (-87.6558787862 41.96581197)
4c6c9606ac892f0cc3aadc82e3bd2ae8c4f3fed7,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,400,1.9,17031832500,17031080300,7,8,7.5,0,1.02,8.52,false,1,41.9218774613,-87.6640782395,POINT (-87.6640782395 41.9218774613),41.9074919303,-87.6357600901,POINT (-87.6357600901 41.9074919303)
4c9e6bcdb8677ded5a1ad91fff12074ecec8294e,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2241,30.5,17031081800,,8,,42.5,8,8.34,58.84,false,1,41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595),,,
4ce64a63d0a513d69a60b39f370e837a941a35fa,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,897,2.8,17031242100,17031081500,24,8,12.5,0,1.02,13.52,false,1,41.8996701799,-87.6698377982,POINT (-87.6698377982 41.8996701799),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809)
4cf7a6d8d9a289a8432d369aa8df500a95d67747,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,530,2.1,17031241400,17031071200,24,7,7.5,1,2.39,10.89,false,1,41.906025969,-87.6753116216,POINT (-87.6753116216 41.906025969),41.9218549112,-87.6462109769,POINT (-87.6462109769 41.9218549112)
4cfe211935ed19583a24a510dbbe22b872594a16,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,639,5.6,,,33,29,10,4,4.12,18.12,false,1,41.8571838585,-87.6203346241,POINT (-87.6203346241 41.8571838585),41.8601900192,-87.7172201,POINT (-87.7172201 41.8601900192)
4d22f21f164a506d5480b0a7017edcd6a83ad6bc,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,272,0.4,,,44,44,12.5,0,2.73,15.23,false,1,41.7402057565,-87.6159695226,POINT (-87.6159695226 41.7402057565),41.7402057565,-87.6159695226,POINT (-87.6159695226 41.7402057565)
4d78ccb3e7c62e5cad40a8c25e9b80a63e7cbfbe,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,899,4.4,,,6,24,12.5,4,2.87,19.37,false,1,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941)
4da224bae937dc7e1779b680f4d23874df299df1,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1130,9.7,,,15,6,15,0,3.98,18.98,false,1,41.9540276487,-87.7633990316,POINT (-87.7633990316 41.9540276487),41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014)
4daa5f14921b29e25ef90a018e82badf6aeb9919,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,934,9.0,17031040600,17031839100,4,32,20,0,1.02,21.02,false,1,41.9668340674,-87.6840183712,POINT (-87.6840183712 41.9668340674),41.8809944707,-87.6327464887,POINT (-87.6327464887 41.8809944707)
4e1fa8504b43e5a97cd14737892ff6834b7ff865,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,2827,10.2,,,12,8,20,0,4.09,24.09,false,1,41.9939301285,-87.7583535876,POINT (-87.7583535876 41.9939301285),41.899602111,-87.6333080367,POINT (-87.6333080367 41.899602111)
4e944993e4cff6088f971e818a2a1694da17a2a6,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1787,14.3,17031980000,17031240500,76,24,30,6,6.02,42.019999999999996,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),41.9119723006,-87.6836429218,POINT (-87.6836429218 41.9119723006)
4eb84a2b0dea0324f60f5c993ca373956b12ee0b,01/01/2022 12:00:00 AM,01/01/2022 12:00:00 AM,383,0.6,17031081201,17031081500,8,8,7.5,0,3.46,10.96,false,1,41.8991556134,-87.6262105324,POINT (-87.6262105324 41.8991556134),41.8925077809,-87.6262149064,POINT (-87.6262149064 41.8925077809)
4f0cf2d1780a7e021c04afacb7b90e401c715e84,01/01/2022 12:00:00 AM,01/01/2022 12:45:00 AM,1938,8.7,,,6,19,15,6,3.93,24.93,false,1,41.9442266014,-87.6559981815,POINT (-87.6559981815 41.9442266014),41.9272609555,-87.7655016086,POINT (-87.7655016086 41.9272609555)
4f1e0774296032ccb0e58d12181a08d0f2c00e29,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1362,18.5,17031980000,17031330100,76,33,32.5,0,6.02,38.519999999999996,false,1,41.9790708201,-87.9030396611,POINT (-87.9030396611 41.9790708201),41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715)
4f5351a764ee431815419236444fa16e542c5a87,01/01/2022 12:00:00 AM,01/01/2022 01:00:00 AM,2860,6.0,17031063000,17031330100,6,33,15,5,3.19,23.19,false,1,41.9363101308,-87.6515625922,POINT (-87.6515625922 41.9363101308),41.859349715,-87.6173580061,POINT (-87.6173580061 41.859349715)
4fe22f9ed485b4515f2136556ce127999a81c679,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,752,3.2,,,7,24,10,0,1.02,11.02,false,1,41.9226862843,-87.6494887289,POINT (-87.6494887289 41.9226862843),41.9012069941,-87.6763559892,POINT (-87.6763559892 41.9012069941)
500be3edd9c883243ba45db58e6506efc3c6fbf3,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,500,3.8,17031071400,17031031502,7,3,7.5,0,2.74,10.24,false,1,41.922082541,-87.6341560931,POINT (-87.6341560931 41.922082541),41.9636331692,-87.6523653588,POINT (-87.6523653588 41.9636331692)
501e9bff567906247b154acb73ceb94dcd232492,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,768,6.6,17031831000,17031310600,22,31,12.5,0,3.32,15.82,false,1,41.9160052737,-87.6750951155,POINT (-87.6750951155 41.9160052737),41.8563332167,-87.6595642391,POINT (-87.6595642391 41.8563332167)
50257ed8ea2ab607cba869a84a1661295c15102a,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,298,1.2,17031081800,17031081300,8,8,5,0,2.55,7.55,false,1,41.8932163595,-87.6378442095,POINT (-87.6378442095 41.8932163595),41.8983317935,-87.6207628651,POINT (-87.6207628651 41.8983317935)
50bc16de7a12725d29c3b1703e06c1a5944e9206,01/01/2022 12:00:00 AM,01/01/2022 12:15:00 AM,849,6.0,17031071100,17031030500,7,77,12.5,5,1.02,18.52,false,1,41.9217781876,-87.6510618838,POINT (-87.6510618838 41.9217781876),41.9872255578,-87.6649377243,POINT (-87.6649377243 41.9872255578)
50c0f0b08e4bff4887339dfba8ef480263a4d34f,01/01/2022 12:00:00 AM,01/01/2022 12:30:00 AM,1412,10.0,,,32,69,15,0,4.05,19.05,false,1,41.8788655841,-87.6251921424,POINT (-87.6251921424 41.8788655841),41.7632467988,-87.6161341112,POINT (-87.6161341112 41.7632467988)
